10	3774.65099096	0.754930198193	13.2462577652
20	3660.55500507	0.732111001015	27.3182618104
50	3778.79977226	0.755759954452	66.158572845
100	3783.06978941	0.756613957882	132.16779701
500	3601.68755054	0.720337510109	694.119066387
1000	4745.67246437	0.949134492874	1053.59146413
1500	5195.28901577	1.03905780315	1443.61554809
2000	5163.36649656	1.03267329931	1936.72093714
3000	5501.49548054	1.10029909611	2726.53136826
4000	5452.0240426	1.09040480852	3668.36239967
5000	6030.56454659	1.20611290932	4145.54886311
6000	6362.24800348	1.2724496007	4715.3144586
7000	6091.0449624	1.21820899248	5746.14047606
8000	6442.48598814	1.28849719763	6208.78339101
9000	6815.48446417	1.36309689283	6602.61207205
10000	6550.99350214	1.31019870043	7632.43010143
15000	6588.17321062	1.31763464212	11384.0358476
20000	6282.56553411	1.25651310682	15917.0643676
25000	6932.52623081	1.38650524616	18030.9451185
30000	7134.6334219	1.42692668438	21024.205608
35000	7865.23425579	1.57304685116	22249.8140944
40000	8266.86799526	1.65337359905	24192.9591853
45000	9557.41524698	1.9114830494	23541.9299241
50000	8854.6744585	1.7709348917	28233.6748993
55000	9664.84814881	1.93296962976	28453.6286309
60000	10056.3137531	2.01126275063	29832.0047847
65000	9730.64100742	1.94612820148	33399.6495968
70000	10889.2679811	2.17785359621	32141.7381415
75000	11194.0897703	2.23881795406	33499.8206817
80000	11631.7899227	2.32635798454	34388.5165274
85000	11204.9907446	2.24099814892	37929.5270908
90000	12184.5475436	2.43690950871	36932.0238106
95000	12980.6191921	2.59612383842	36593.0155542
100000	12693.123281	2.53862465621	39391.4081609
