10	155.026733875	0.031005346775	322.525017138
20	220.821976662	0.0441643953323	452.853477321
50	262.99649477	0.0525992989539	950.583011454
100	411.417722702	0.0822835445404	1215.30982359
500	2021.58433199	0.404316866398	1236.65382662
1000	3827.38023996	0.765476047992	1306.37660398
1500	4548.89273644	0.909778547287	1648.75288
2000	4194.92971897	0.838985943794	2383.83016401
3000	4793.85954142	0.958771908284	3129.00281504
4000	4921.7979908	0.984359598159	4063.55564316
5000	5093.37002039	1.01867400408	4908.34160878
6000	4824.58430528	0.964916861057	6218.15230115
7000	4774.43999052	0.954887998104	7330.70267287
8000	5016.5117979	1.00330235958	7973.66808082
9000	5503.56668234	1.10071333647	8176.5158119
10000	5333.0450058	1.06660900116	9375.50685314
15000	5853.89649868	1.17077929974	12811.9791692
20000	5955.72823286	1.19114564657	16790.5579453
25000	5939.31621313	1.18786324263	21046.1937897
30000	6403.18667889	1.28063733578	23425.8358412
35000	6813.22050095	1.36264410019	25685.3568699
40000	7567.52377748	1.5135047555	26428.7243596
45000	8092.55754948	1.6185115099	27803.3240573
50000	8217.72199869	1.64354439974	30422.0561416
55000	8610.31097174	1.72206219435	31938.4515731
60000	8979.02947664	1.79580589533	33411.1833334
65000	9279.89965677	1.85597993135	35021.9304109
70000	9643.94044876	1.92878808975	36292.2191255
75000	10377.2512674	2.07545025349	36136.737016
80000	10701.6373277	2.14032746553	37377.4580237
85000	10791.9826508	2.15839653015	39381.0862891
90000	11847.5420475	2.36950840949	37982.5619691
95000	11767.9539323	2.35359078646	40363.8561752
100000	12324.3823052	2.46487646103	40569.9845737
